"","kind",".pred_AI",".pred_class","detector","native","name","model","document_id","prompt"
"261","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",642,"Plain"
"262","Human",0.99999897854742,"AI","Sapling","No","Real TOEFL","Human",320,NA
"263","AI",0.000191692335647531,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",702,"Elevate using technical"
"264","AI",0.0010075495811179,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",895,"Enhance like native"
"265","AI",0.900023466712142,"AI","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",457,"Enhance like native"
"266","AI",0.14947302639484,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",728,"Elevate using technical"
"267","AI",0.0390610173344612,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",384,"Plain"
"268","AI",0.0190209113061428,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",369,"Enhance like native"
"269","AI",0.000312781281536445,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",704,"Plain"
"270","AI",1.35269429946128e-06,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",205,"Elevate using literary"
"271","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",650,"Elevate using technical"
"272","Human",0.000174407265149057,"Human","Crossplag","Yes","US 8th grade essay","Human",88,NA
"273","Human",0.00024870625929907,"Human","HFOpenAI","Yes","Real CS224N","Human",808,NA
"274","Human",0.997329950332642,"AI","HFOpenAI","Yes","US 8th grade essay","Human",128,NA
"275","AI",0.00062426028307527,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",607,"Elevate using technical"
"276","AI",0.982669472694397,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",663,"Plain"
"277","Human",0.0002026441070484,"Human","Crossplag","Yes","Real CS224N","Human",818,NA
"278","AI",0.0312410183250904,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",618,"Elevate using technical"
"279","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",722,"Elevate using technical"
"280","Human",4.18872838262925e-08,"Human","GPTZero","Yes","Real CS224N","Human",793,NA
"281","AI",0.999611556529999,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",39,"Plain"
"282","Human",0.139125540852547,"Human","HFOpenAI","No","Real TOEFL","Human",335,NA
"283","AI",0.000182416013558395,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",599,"Elevate using technical"
"284","AI",0.875,"AI","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",447,"Simplify like non-native"
"285","Human",0.25,"Human","ZeroGPT","No","Real TOEFL","Human",342,NA
"286","AI",0.9998,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",113,"Simplify like non-native"
"287","AI",0.000284043373540044,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",727,"Elevate using technical"
"288","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",646,"Elevate using technical"
"289","Human",0.5,"Human","ZeroGPT","Yes","US 8th grade essay","Human",225,NA
"290","AI",0.9996,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",100,"Simplify like non-native"
"291","Human",0.0027071006188635,"Human","OriginalityAI","Yes","Real College Essays","Human",50,NA
"292","AI",1,"AI","ZeroGPT",NA,"Fake College Essays - GPT3","GPT3",907,"Plain"
"293","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",288,"Enhance like native"
"294","AI",0.333476543426514,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",372,"Enhance like native"
"295","Human",7.12386915613372e-06,"Human","Sapling","Yes","US 8th grade essay","Human",413,NA
"296","AI",0.000565711234230548,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",611,"Elevate using technical"
"297","Human",0.69381719827652,"AI","HFOpenAI","No","Real TOEFL","Human",262,NA
"298","AI",0.000236093997955322,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",375,"Enhance like native"
"299","AI",0.00517654418945312,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",309,"Enhance like native"
"300","Human",7.20306978396756e-07,"Human","Sapling","No","Real TOEFL","Human",924,NA
"301","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",266,"Enhance like native"
"302","AI",0.138668611645699,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",640,"Plain"
"303","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",707,"Elevate using technical"
"304","Human",0.441365092992783,"Human","HFOpenAI","Yes","Real CS224N","Human",838,NA
"305","Human",1.00810778191907e-06,"Human","Sapling","Yes","Real College Essays","Human",93,NA
"306","AI",0.0107948277145624,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",526,"Enhance like native"
"307","AI",0.30832421779633,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",601,"Elevate using technical"
"308","Human",0.00028897594893351,"Human","OriginalityAI","Yes","Real CS224N","Human",818,NA
"309","AI",0.9997,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",96,"Simplify like non-native"
"310","Human",7.47039330951175e-17,"Human","GPTZero","Yes","Real College Essays","Human",388,NA
"311","AI",0.15847599506378,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",568,"Plain"
"312","Human",2.12284478183524e-06,"Human","GPTZero","Yes","Real CS224N","Human",747,NA
"313","AI",0.000242888927459717,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",555,"Elevate using technical"
"314","AI",2.8315343354457e-06,"Human","Sapling",NA,"Fake College Essays - GPT3","GPT3",423,"Plain"
"315","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",883,NA
"316","AI",0.999995325006586,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",596,"Plain"
"317","AI",0.000100059347200011,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",226,"Simplify like non-native"
"318","AI",0.00860656797885895,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",675,"Elevate using technical"
"319","AI",0.999999345038264,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",661,"Plain"
"320","AI",0.36949154734612,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",303,"Enhance like native"
"321","AI",0.000175785622559488,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",626,"Elevate using technical"
"322","AI",0.898354053497314,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",684,"Plain"
"323","Human",0.622032582759857,"AI","Quil","Yes","US 8th grade essay","Human",89,NA
"324","AI",0.869047174763021,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",187,"Simplify like non-native"
"325","AI",0.125,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",201,"Elevate using literary"
"326","AI",0,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",366,"Elevate using literary"
"327","Human",1.71220245986598e-08,"Human","GPTZero","Yes","US 8th grade essay","Human",86,NA
"328","Human",0.000247195668535483,"Human","Sapling","Yes","US 8th grade essay","Human",88,NA
"329","Human",0.00018932692182716,"Human","HFOpenAI","Yes","US 8th grade essay","Human",916,NA
"330","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",127,NA
"331","Human",0.043512679636478,"Human","OriginalityAI","Yes","Real CS224N","Human",827,NA
"332","Human",0.975465357303619,"AI","Crossplag","No","Real TOEFL","Human",525,NA
"333","Human",1.3970810434083e-06,"Human","Sapling","Yes","Real College Essays","Human",909,NA
"334","AI",8.62007967450396e-07,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",69,"Elevate using literary"
"335","AI",1,"AI","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",163,"Simplify like non-native"
"336","AI",0.000169157981872559,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",78,"Enhance like native"
"337","Human",0.000218808650970459,"Human","Quil","Yes","Real College Essays","Human",295,NA
"338","Human",0.0062,"Human","OriginalityAI","Yes","US 8th grade essay","Human",188,NA
"339","AI",0.0141448238864541,"Human","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",182,"Simplify like non-native"
"340","AI",0.85872036218643,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",644,"Elevate using technical"
"341","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",603,"Enhance like native"
"342","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",499,"Elevate using technical"
"343","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",9,"Plain"
"344","AI",0.953836264486993,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",64,"Plain"
"345","AI",0.933417400297429,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",228,"Simplify like non-native"
"346","Human",0.00236067781224847,"Human","Crossplag","Yes","Real CS224N","Human",755,NA
"347","AI",0.251376301050186,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",563,"Plain"
"348","AI",8.41958182173919e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",552,"Elevate using technical"
"349","AI",0.973276014517964,"AI","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",475,"Elevate using technical"
"350","AI",0.000193497107829899,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",339,"Enhance like native"
"351","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",890,NA
"352","Human",1.81669029267334e-11,"Human","GPTZero","Yes","Real College Essays","Human",222,NA
"353","AI",0.15445302426815,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",22,"Plain"
"354","AI",0.00652655446901917,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",303,"Enhance like native"
"355","Human",9.92378631159418e-07,"Human","Sapling","Yes","US 8th grade essay","Human",146,NA
"356","AI",0,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",425,"Simplify like non-native"
"357","Human",4e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",886,NA
"358","AI",0.999195426086458,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",182,"Simplify like non-native"
"359","AI",0.99566239118576,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",628,"Plain"
"360","Human",0.91828560829163,"AI","OriginalityAI","No","Real TOEFL","Human",398,NA
"361","Human",0,"Human","ZeroGPT","No","Real TOEFL","Human",900,NA
"362","AI",0.0201205220073462,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",9,"Plain"
"363","Human",0.000208019526326098,"Human","HFOpenAI","Yes","Real College Essays","Human",313,NA
"364","AI",0.000178218964720145,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",556,"Elevate using technical"
"365","AI",0.000170569837791845,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",709,"Elevate using technical"
"366","AI",0.000226080417633057,"Human","Quil",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",5,"Elevate using literary"
"367","AI",0.00074842938920483,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",595,"Plain"
"368","Human",0.999968094740725,"AI","Sapling","No","Real TOEFL","Human",301,NA
"369","AI",0.190992742776871,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",615,"Plain"
"370","AI",1.00164878659159e-05,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",372,"Enhance like native"
"371","AI",0.000625149230472744,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",271,"Enhance like native"
"372","AI",3.0024069541954e-07,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",36,"Plain"
"373","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",254,"Enhance like native"
"374","Human",0.000171988067450002,"Human","Crossplag","Yes","Real CS224N","Human",742,NA
"375","Human",9.65170664329884e-05,"Human","Sapling","No","Real TOEFL","Human",431,NA
"376","Human",0.000170832208823413,"Human","Crossplag","Yes","Real College Essays","Human",224,NA
"377","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",354,"Enhance like native"
"378","AI",0.99979430437088,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",126,"Simplify like non-native"
"379","Human",0.000234331469982862,"Human","Crossplag","Yes","US 8th grade essay","Human",174,NA
"380","Human",0,"Human","ZeroGPT","No","Real TOEFL","Human",373,NA
"381","Human",0.653521361552441,"AI","GPTZero","No","Real TOEFL","Human",374,NA
"382","AI",0.0215620543960839,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",42,"Elevate using literary"
"383","Human",5.36704378495401e-07,"Human","Sapling","Yes","US 8th grade essay","Human",185,NA
"384","AI",0.9972,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",53,"Simplify like non-native"
"385","AI",0.962021708488464,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",593,"Plain"
"386","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",465,"Elevate using technical"
"387","Human",0.00033178468584083,"Human","Crossplag","Yes","Real College Essays","Human",421,NA
"388","Human",0.498989333775118,"Human","GPTZero","Yes","Real College Essays","Human",359,NA
"389","Human",0.125,"Human","ZeroGPT","Yes","Real College Essays","Human",359,NA
"390","AI",0.998922765254974,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",478,"Plain"
"391","Human",0.819197416305542,"AI","Quil","Yes","US 8th grade essay","Human",146,NA
"392","Human",0.00046694278717041,"Human","Quil","Yes","Real College Essays","Human",421,NA
"393","AI",0.999777019023895,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",641,"Plain"
"394","Human",0.00017103104619309,"Human","OriginalityAI","Yes","Real College Essays","Human",359,NA
"395","AI",0.00628393227118681,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",7,"Plain"
"396","Human",0.490531980991364,"Human","Quil","No","Real TOEFL","Human",344,NA
"397","Human",0.125,"Human","ZeroGPT","Yes","Real College Essays","Human",289,NA
"398","AI",0.000182059244252741,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",386,"Elevate using technical"
"399","AI",0.997930407524109,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",406,"Simplify like non-native"
"400","AI",0.9979,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",234,"Simplify like non-native"
"401","AI",0.0209821239113808,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",475,"Elevate using technical"
"402","AI",1,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",449,"Simplify like non-native"
"403","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",445,NA
"404","Human",0.148938372731209,"Human","HFOpenAI","Yes","Real College Essays","Human",419,NA
"405","AI",0.0295783951878548,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",285,"Enhance like native"
"406","AI",1.43500223548365e-06,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",61,"Elevate using literary"
"407","AI",0.000656476745721681,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",721,"Elevate using technical"
"408","AI",0.226405865495992,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",121,"Simplify like non-native"
"409","AI",0.125,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",129,"Simplify like non-native"
"410","Human",2.59385182825447e-13,"Human","GPTZero","Yes","Real CS224N","Human",769,NA
"411","Human",0.000175735185621306,"Human","Crossplag","Yes","Real College Essays","Human",485,NA
"412","AI",0.470616400241852,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",38,"Plain"
"413","AI",0.989404439926147,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",36,"Plain"
"414","Human",0.916481673717499,"AI","HFOpenAI","No","Real TOEFL","Human",495,NA
"415","Human",0.000254547543590888,"Human","HFOpenAI","Yes","US 8th grade essay","Human",913,NA
"416","AI",0.00677944999188185,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",682,"Elevate using technical"
"417","Human",0.000187615587492473,"Human","HFOpenAI","Yes","Real College Essays","Human",365,NA
"418","AI",0.995707213878632,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",120,"Simplify like non-native"
"419","Human",0.637777090072632,"AI","HFOpenAI","No","Real TOEFL","Human",324,NA
"420","AI",4.97809162891549e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",518,"Elevate using technical"
"421","Human",0.000176713132532313,"Human","HFOpenAI","Yes","Real CS224N","Human",814,NA
"422","AI",0.00565086165443063,"Human","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",80,"Simplify like non-native"
"423","Human",9.67174513699653e-07,"Human","Sapling","Yes","Real College Essays","Human",292,NA
"424","Human",0.941181123256683,"AI","HFOpenAI","No","Real TOEFL","Human",278,NA
"425","Human",0.125,"Human","ZeroGPT","Yes","Real College Essays","Human",337,NA
"426","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",632,"Plain"
"427","Human",5.63393468444584e-06,"Human","Sapling","Yes","Real College Essays","Human",729,NA
"428","AI",0.000404267542762682,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",366,"Elevate using literary"
"429","Human",0.997320353984833,"AI","Crossplag","Yes","US 8th grade essay","Human",128,NA
"430","AI",7.2559180286369e-07,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",1,"Elevate using literary"
"431","Human",0.714545228475551,"AI","GPTZero","No","Real TOEFL","Human",901,NA
"432","AI",4.7491059376625e-05,"Human","OriginalityAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",68,"Elevate using literary"
"433","AI",0.537103694532342,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",234,"Simplify like non-native"
"434","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",586,"Plain"
"435","AI",0.125,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",596,"Plain"
"436","AI",0.056969802826643,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",921,"Elevate using technical"
"437","AI",0.625,"AI","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",120,"Simplify like non-native"
"438","Human",0.000851903225015271,"Human","Sapling","No","Real TOEFL","Human",900,NA
"439","AI",0.25,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",483,"Elevate using technical"
"440","Human",0.00034441532625351,"Human","OriginalityAI","Yes","Real College Essays","Human",395,NA
"441","Human",4.73127512640017e-56,"Human","GPTZero","Yes","Real College Essays","Human",347,NA
"442","Human",0.00017115160881076,"Human","Crossplag","Yes","US 8th grade essay","Human",51,NA
"443","AI",0.99998867104415,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",700,"Plain"
"444","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",734,NA
"445","Human",1.07317818250042e-10,"Human","GPTZero","Yes","Real CS224N","Human",833,NA
"446","Human",0.119525887072086,"Human","Crossplag","No","Real TOEFL","Human",924,NA
"447","Human",2e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",227,NA
"448","Human",1.11761745266904e-25,"Human","GPTZero","Yes","US 8th grade essay","Human",149,NA
"449","Human",0.090554525854729,"Human","Sapling","Yes","US 8th grade essay","Human",361,NA
"450","Human",0.00029966066358611,"Human","HFOpenAI","Yes","Real CS224N","Human",739,NA
"451","AI",0.021153353154659,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",642,"Plain"
"452","AI",0.375,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",245,"Enhance like native"
"453","AI",0.999812066555023,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",10,"Plain"
"454","Human",0.265520467520803,"Human","Sapling","Yes","US 8th grade essay","Human",89,NA
"455","AI",0.0137012776560349,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",433,"Enhance like native"
"456","Human",5.07952803263656e-07,"Human","Sapling","Yes","US 8th grade essay","Human",158,NA
